"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"358","Austin","TX","2020","Police Department","Equipment","Patrol Support","Field Equipment","All Staff","Group 4",41215
"359","Austin","TX","2020","Police Department","Equipment","Patrol Support","IT Maintenance","All Staff","Group 4",409917
"360","Austin","TX","2020","Police Department","Equipment","Patrol Support","Transportation","All Staff","Group 4",10086
"361","Austin","TX","2020","Police Department","Equipment","Patrol Support","Uniforms","All Staff","Group 4",85500
"362","Austin","TX","2020","Police Department","Equipment","Recruiting","Dues","All Staff","Group 4",6956
"363","Austin","TX","2020","Police Department","Equipment","Recruiting","IT Supplies","All Staff","Group 4",800
"364","Austin","TX","2020","Police Department","Equipment","Recruiting","Retirement/pension","All Staff","Group 4",468958
"365","Austin","TX","2020","Police Department","Equipment","Recruiting","Salaries","All Staff","Group 4",381056
"366","Austin","TX","2020","Police Department","Equipment","Recruiting","Transportation","All Staff","Group 4",455
"367","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Animal Supplies","All Staff","Group 4",74416
"368","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Field Equipment","All Staff","Group 4",279538
"369","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Overtime","All Staff","Group 4",231000
"370","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Rentals","All Staff","Group 4",46432
"371","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Salaries","All Staff","Group 4",18640163
"372","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Transportation","All Staff","Group 4",25535
"373","Austin","TX","2020","Police Department","Equipment","Specialized Patrol","Uniforms","All Staff","Group 4",39500
"374","Austin","TX","2020","Police Department","Equipment","Strategic Support","Dues","All Staff","Group 4",177786
"375","Austin","TX","2020","Police Department","Equipment","Strategic Support","Field Equipment","All Staff","Group 4",6669
"376","Austin","TX","2020","Police Department","Equipment","Strategic Support","Identification","All Staff","Group 4",1500
"377","Austin","TX","2020","Police Department","Equipment","Strategic Support","IT Supplies","All Staff","Group 4",139464
"378","Austin","TX","2020","Police Department","Equipment","Strategic Support","Phones","All Staff","Group 4",4200
"379","Austin","TX","2020","Police Department","Equipment","Strategic Support","Retirement/pension","All Staff","Group 4",1147139
"380","Austin","TX","2020","Police Department","Equipment","Strategic Support","Salaries","All Staff","Group 4",5471467
"381","Austin","TX","2020","Police Department","Equipment","Strategic Support","Transportation","All Staff","Group 4",5791
"382","Austin","TX","2020","Police Department","Equipment","Strategic Support","Tuition Reimbursement","All Staff","Group 4",24060
"383","Austin","TX","2020","Police Department","Equipment","Support Services","Armored Courier","All Staff","Group 4",4000
"384","Austin","TX","2020","Police Department","Equipment","Support Services","Chemicals","All Staff","Group 4",125
"385","Austin","TX","2020","Police Department","Equipment","Support Services","Dues","All Staff","Group 4",38650
"386","Austin","TX","2020","Police Department","Equipment","Support Services","Field Equipment","All Staff","Group 4",70000
"387","Austin","TX","2020","Police Department","Equipment","Support Services","Gasoline","All Staff","Group 4",103292
"388","Austin","TX","2020","Police Department","Equipment","Support Services","Identification","All Staff","Group 4",25936
"389","Austin","TX","2020","Police Department","Equipment","Support Services","IT Supplies","All Staff","Group 4",12170
"390","Austin","TX","2020","Police Department","Equipment","Support Services","Maintenance","All Staff","Group 4",46743
"391","Austin","TX","2020","Police Department","Equipment","Support Services","Medical supplies","All Staff","Group 4",500
"392","Austin","TX","2020","Police Department","Equipment","Support Services","Office supplies","All Staff","Group 4",1500
"393","Austin","TX","2020","Police Department","Equipment","Support Services","Phones","All Staff","Group 4",16380
"394","Austin","TX","2020","Police Department","Equipment","Support Services","Retirement/pension","All Staff","Group 4",1261580
"395","Austin","TX","2020","Police Department","Equipment","Support Services","Salaries","All Staff","Group 4",6651991
"396","Austin","TX","2020","Police Department","Equipment","Support Services","Transportation","All Staff","Group 4",56112
"397","Austin","TX","2020","Police Department","Equipment","Support Services","Tuition Reimbursement","All Staff","Group 4",178400
"398","Austin","TX","2020","Police Department","Equipment","Training","Explosives/blasting","All Staff","Group 4",645636
"399","Austin","TX","2020","Police Department","Equipment","Training","Field Equipment","All Staff","Group 4",53487
"400","Austin","TX","2020","Police Department","Equipment","Training","Identification","All Staff","Group 4",400
"401","Austin","TX","2020","Police Department","Equipment","Training","IT Supplies","All Staff","Group 4",1198
"402","Austin","TX","2020","Police Department","Equipment","Training","Maintenance","All Staff","Group 4",6500
"403","Austin","TX","2020","Police Department","Equipment","Training","Medical supplies","All Staff","Group 4",47050
"404","Austin","TX","2020","Police Department","Equipment","Training","Phones","All Staff","Group 4",1680
"405","Austin","TX","2020","Police Department","Equipment","Training","Retirement/pension","All Staff","Group 4",155205
"406","Austin","TX","2020","Police Department","Equipment","Training","Salaries","All Staff","Group 4",10385405
"407","Austin","TX","2020","Police Department","Equipment","Training","Transportation","All Staff","Group 4",6802
"408","Austin","TX","2020","Police Department","Equipment","Training","Tuition Reimbursement","All Staff","Group 4",97920
"409","Austin","TX","2020","Police Department","Equipment","Transfers","Market Study Adjustment","All Staff","Group 4",832870
"410","Austin","TX","2020","Police Department","Equipment","Victim Services","Phones","All Staff","Group 4",2940
"411","Austin","TX","2020","Police Department","Equipment","Victim Services","Retirement/pension","All Staff","Group 4",380712
"412","Austin","TX","2020","Police Department","Equipment","Victim Services","Salaries","All Staff","Group 4",2119553
"413","Austin","TX","2020","Police Department","Equipment","Victim Services","Transportation","All Staff","Group 4",1646
"414","Austin","TX","2020","Police Department","Interdepartmental Charges","Investigations","All expense items","All Staff","Group 4",250
"415","Austin","TX","2020","Police Department","Interdepartmental Charges","Patrol","Interdepartmental Charges","All Staff","Group 4",514405
"416","Austin","TX","2020","Police Department","Interdepartmental Charges","Support Services","Interdepartmental Charges","All Staff","Group 4",85095
"417","Austin","TX","2020","Police Department","Interdepartmental Charges","Transfers","Interdepartmental Charges","All Staff","Group 4",5172134
"418","Austin","TX","2020","Police Department","Maintenance & Equipment","All Sub-departments","All expense items","All Staff","Group 4",6559039
"419","Austin","TX","2020","Police Department","Materials and Services","Air Operations","Salaries","All Staff","Group 4",32400
"420","Austin","TX","2020","Police Department","Materials and Services","Community Partnerships","Food","All Staff","Group 4",346
"421","Austin","TX","2020","Police Department","Materials and Services","Community Partnerships","Overtime","All Staff","Group 4",1550
"422","Austin","TX","2020","Police Department","Materials and Services","Community Partnerships","Salaries","All Staff","Group 4",7200
"423","Austin","TX","2020","Police Department","Materials and Services","Community Partnerships","Small tools/minor equipment","All Staff","Group 4",4000
"424","Austin","TX","2020","Police Department","Materials and Services","Forensic Services","Food","All Staff","Group 4",2751
"425","Austin","TX","2020","Police Department","Materials and Services","Forensic Services","Overtime","All Staff","Group 4",555000
"426","Austin","TX","2020","Police Department","Materials and Services","Internal Affairs","Dues","All Staff","Group 4",50
"427","Austin","TX","2020","Police Department","Materials and Services","Internal Affairs","Overtime","All Staff","Group 4",24600
"428","Austin","TX","2020","Police Department","Materials and Services","Investigations","Medical supplies","All Staff","Group 4",217317
"429","Austin","TX","2020","Police Department","Materials and Services","Investigations","Technical services","All Staff","Group 4",105569
"430","Austin","TX","2020","Police Department","Materials and Services","Patrol","Food","All Staff","Group 4",250
"431","Austin","TX","2020","Police Department","Materials and Services","Patrol","Salaries","All Staff","Group 4",2178000
"432","Austin","TX","2020","Police Department","Materials and Services","Patrol","Small tools/minor equipment","All Staff","Group 4",855510
"433","Austin","TX","2020","Police Department","Materials and Services","Patrol Support","Food","All Staff","Group 4",3000
"434","Austin","TX","2020","Police Department","Materials and Services","Patrol Support","Salaries","All Staff","Group 4",252000
"435","Austin","TX","2020","Police Department","Materials and Services","Patrol Support","Small tools/minor equipment","All Staff","Group 4",16350
"436","Austin","TX","2020","Police Department","Materials and Services","Recruiting","Dues","All Staff","Group 4",1000
"437","Austin","TX","2020","Police Department","Materials and Services","Recruiting","Food","All Staff","Group 4",450
"438","Austin","TX","2020","Police Department","Materials and Services","Recruiting","Overtime","All Staff","Group 4",31000
"439","Austin","TX","2020","Police Department","Materials and Services","Specialized Patrol","Facility","All Staff","Group 4",173
"440","Austin","TX","2020","Police Department","Materials and Services","Specialized Patrol","Food","All Staff","Group 4",17670
"441","Austin","TX","2020","Police Department","Materials and Services","Specialized Patrol","Maintenance","All Staff","Group 4",900
"442","Austin","TX","2020","Police Department","Materials and Services","Specialized Patrol","Salaries","All Staff","Group 4",252000
"443","Austin","TX","2020","Police Department","Materials and Services","Specialized Patrol","Small tools/minor equipment","All Staff","Group 4",109989
"444","Austin","TX","2020","Police Department","Materials and Services","Strategic Support","Food","All Staff","Group 4",25
"445","Austin","TX","2020","Police Department","Materials and Services","Strategic Support","Overtime","All Staff","Group 4",6500
"446","Austin","TX","2020","Police Department","Materials and Services","Support Services","Food","All Staff","Group 4",20950
"447","Austin","TX","2020","Police Department","Materials and Services","Support Services","Overtime","All Staff","Group 4",76000
"448","Austin","TX","2020","Police Department","Materials and Services","Training","Food","All Staff","Group 4",865
"449","Austin","TX","2020","Police Department","Materials and Services","Training","Overtime","All Staff","Group 4",127000
"450","Austin","TX","2020","Police Department","Materials and Services","Victim Services","Food","All Staff","Group 4",150
"451","Austin","TX","2020","Police Department","Non-Equipment Expense","Air Operations","Field Equipment","All Staff","Group 4",1500
"452","Austin","TX","2020","Police Department","Non-Equipment Expense","Air Operations","General Liability Insurance","All Staff","Group 4",116617
"453","Austin","TX","2020","Police Department","Non-Equipment Expense","Air Operations","Phones","All Staff","Group 4",2900
"454","Austin","TX","2020","Police Department","Non-Equipment Expense","Air Operations","Salaries","All Staff","Group 4",45982
"455","Austin","TX","2020","Police Department","Non-Equipment Expense","Air Operations","Small tools/minor equipment","All Staff","Group 4",2000
"456","Austin","TX","2020","Police Department","Non-Equipment Expense","Communications","IT Maintenance","All Staff","Group 4",4703
"457","Austin","TX","2020","Police Department","Non-Equipment Expense","Communications","Office supplies","All Staff","Group 4",2454
"458","Austin","TX","2020","Police Department","Non-Equipment Expense","Communications","Overtime","All Staff","Group 4",835612
"459","Austin","TX","2020","Police Department","Non-Equipment Expense","Communications","Small tools/minor equipment","All Staff","Group 4",9323
"460","Austin","TX","2020","Police Department","Non-Equipment Expense","Communications","Tuition Reimbursement","All Staff","Group 4",2640
"461","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Insurance","All Staff","Group 4",17503
"462","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Printing","All Staff","Group 4",4000
"463","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Recruitment","All Staff","Group 4",19000
"464","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Rentals","All Staff","Group 4",449809
"465","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Salaries","All Staff","Group 4",562685
"466","Austin","TX","2020","Police Department","Non-Equipment Expense","Community Partnerships","Travel","All Staff","Group 4",5500
"467","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Dues","All Staff","Group 4",3000
"468","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Facility","All Staff","Group 4",432139
"469","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Insurance","All Staff","Group 4",100
"470","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","IT Maintenance","All Staff","Group 4",194849
"471","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Maintenance","All Staff","Group 4",339215
"472","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Office supplies","All Staff","Group 4",7900
"473","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Other","All Staff","Group 4",2718820
"474","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Overtime","All Staff","Group 4",80617
"475","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Printing","All Staff","Group 4",330
"476","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Salaries","All Staff","Group 4",84080
"477","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Small tools/minor equipment","All Staff","Group 4",72988
"478","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Tuition Reimbursement","All Staff","Group 4",114840
"479","Austin","TX","2020","Police Department","Non-Equipment Expense","Forensic Services","Uniforms","All Staff","Group 4",38820
"480","Austin","TX","2020","Police Department","Non-Equipment Expense","Homelessness","Salaries","All Staff","Group 4",196294
"481","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Insurance","All Staff","Group 4",71
"482","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","IT Maintenance","All Staff","Group 4",18102
"483","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Office supplies","All Staff","Group 4",300
"484","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Overtime","All Staff","Group 4",1590
"485","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Phones","All Staff","Group 4",3780
"486","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Printing","All Staff","Group 4",385
"487","Austin","TX","2020","Police Department","Non-Equipment Expense","Internal Affairs","Tuition Reimbursement","All Staff","Group 4",58640
"488","Austin","TX","2020","Police Department","Non-Equipment Expense","Investigations","Dues","All Staff","Group 4",6105
"489","Austin","TX","2020","Police Department","Non-Equipment Expense","Investigations","Electric services","All Staff","Group 4",1300
"490","Austin","TX","2020","Police Department","Non-Equipment Expense","Investigations","Insurance","All Staff","Group 4",242
"491","Austin","TX","2020","Police Department","Non-Equipment Expense","Investigations","Rentals","All Staff","Group 4",1826517
"492","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Facility","All Staff","Group 4",10000
"493","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Insurance","All Staff","Group 4",71
"494","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Phones","All Staff","Group 4",3600429
"495","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Printing","All Staff","Group 4",312
"496","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Professional registration","All Staff","Group 4",71
"497","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Salaries","All Staff","Group 4",85647496
"498","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Terminal pay","All Staff","Group 4",4564744
"499","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol","Travel","All Staff","Group 4",3000
"500","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol Support","Grants to others/subrecipients","All Staff","Group 4",229086
"501","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol Support","Overtime","All Staff","Group 4",293000
"502","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol Support","Salaries","All Staff","Group 4",18618797
"503","Austin","TX","2020","Police Department","Non-Equipment Expense","Patrol Support","Travel","All Staff","Group 4",7597
"504","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","IT Maintenance","All Staff","Group 4",30464
"505","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Maintenance","All Staff","Group 4",1500
"506","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Office supplies","All Staff","Group 4",700
"507","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Printing","All Staff","Group 4",9000
"508","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Recruitment","All Staff","Group 4",50000
"509","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Salaries","All Staff","Group 4",35954
"510","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Tuition Reimbursement","All Staff","Group 4",44280
"511","Austin","TX","2020","Police Department","Non-Equipment Expense","Recruiting","Uniforms","All Staff","Group 4",21500
"512","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Facility","All Staff","Group 4",14000
"513","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Field Equipment","All Staff","Group 4",16988
"514","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Office supplies","All Staff","Group 4",28
"515","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Overtime","All Staff","Group 4",2137345
"516","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Phones","All Staff","Group 4",1123
"517","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Printing","All Staff","Group 4",1556
"518","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Professional registration","All Staff","Group 4",1500
"519","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Rentals","All Staff","Group 4",45249
"520","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Salaries","All Staff","Group 4",64259
"521","Austin","TX","2020","Police Department","Non-Equipment Expense","Specialized Patrol","Wastewater service","All Staff","Group 4",500
"522","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Insurance","All Staff","Group 4",142
"523","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","IT Maintenance","All Staff","Group 4",1001151
"524","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Maintenance","All Staff","Group 4",5370
"525","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Office supplies","All Staff","Group 4",17700
"526","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Overtime","All Staff","Group 4",64000
"527","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Printing","All Staff","Group 4",365068
"528","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Salaries","All Staff","Group 4",67069
"529","Austin","TX","2020","Police Department","Non-Equipment Expense","Strategic Support","Uniforms","All Staff","Group 4",5500
"530","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Awards and Recognition","All Staff","Group 4",45581
"531","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Facility","All Staff","Group 4",553956
"532","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Grants to others/subrecipients","All Staff","Group 4",84720
"533","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Insurance","All Staff","Group 4",47
"534","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","IT Maintenance","All Staff","Group 4",71089
"535","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Legal Fees","All Staff","Group 4",70700
"536","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Maintenance","All Staff","Group 4",122782
"537","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Office supplies","All Staff","Group 4",393214
"538","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Overtime","All Staff","Group 4",38000
"539","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Permits and Fees","All Staff","Group 4",2140
"540","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Printing","All Staff","Group 4",51864
"541","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Recruitment","All Staff","Group 4",500
"542","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Salaries","All Staff","Group 4",45926
"543","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Uniforms","All Staff","Group 4",29000
"544","Austin","TX","2020","Police Department","Non-Equipment Expense","Support Services","Wastewater service","All Staff","Group 4",10500
"545","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Dues","All Staff","Group 4",6900
"546","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Facility","All Staff","Group 4",250
"547","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Insurance","All Staff","Group 4",71
"548","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","IT Maintenance","All Staff","Group 4",63780
"549","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Office supplies","All Staff","Group 4",5150
"550","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Overtime","All Staff","Group 4",29223
"551","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Printing","All Staff","Group 4",18500
"552","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Salaries","All Staff","Group 4",9831
"553","Austin","TX","2020","Police Department","Non-Equipment Expense","Training","Uniforms","All Staff","Group 4",24502
"554","Austin","TX","2020","Police Department","Non-Equipment Expense","Transfers","Liability Reserve","All Staff","Group 4",3150000
"555","Austin","TX","2020","Police Department","Non-Equipment Expense","Transfers","Regional Radio System","All Staff","Group 4",6444385
"556","Austin","TX","2020","Police Department","Non-Equipment Expense","Victim Services","Office supplies","All Staff","Group 4",10349
"557","Austin","TX","2020","Police Department","Non-Equipment Expense","Victim Services","Overtime","All Staff","Group 4",23000
"558","Austin","TX","2020","Police Department","Non-Equipment Expense","Victim Services","Salaries","All Staff","Group 4",26489
"559","Austin","TX","2020","Police Department","Operations","Communications","Maintenance","All Staff","Group 4",3463
"560","Austin","TX","2020","Police Department","Operations","Communications","Other","All Staff","Group 4",86934
"561","Austin","TX","2020","Police Department","Operations","Forensic Services","Maintenance","All Staff","Group 4",122092
"562","Austin","TX","2020","Police Department","Operations","Internal Affairs","Other","All Staff","Group 4",29300
"563","Austin","TX","2020","Police Department","Operations","Investigations","Advertising","All Staff","Group 4",500
"564","Austin","TX","2020","Police Department","Operations","Investigations","IT Maintenance","All Staff","Group 4",18518
"565","Austin","TX","2020","Police Department","Operations","Investigations","IT Supplies","All Staff","Group 4",3850
"566","Austin","TX","2020","Police Department","Operations","Investigations","Transportation","All Staff","Group 4",373798
"567","Austin","TX","2020","Police Department","Operations","Investigations","Travel","All Staff","Group 4",8600
"568","Austin","TX","2020","Police Department","Operations","Recruiting","Advertisting","All Staff","Group 4",28030
"569","Austin","TX","2020","Police Department","Operations","Recruiting","Other","All Staff","Group 4",78700
"570","Austin","TX","2020","Police Department","Operations","Specialized Patrol","Advertising","All Staff","Group 4",32622
"571","Austin","TX","2020","Police Department","Operations","Strategic Support","Other","All Staff","Group 4",7002737
"572","Austin","TX","2020","Police Department","Operations","Support Services","Advertisting","All Staff","Group 4",5135
"573","Austin","TX","2020","Police Department","Operations","Support Services","Agricultural/horticultural","All Staff","Group 4",100
"574","Austin","TX","2020","Police Department","Operations","Support Services","Maintenance","All Staff","Group 4",27040
"575","Austin","TX","2020","Police Department","Operations","Support Services","Office supplies","All Staff","Group 4",8000
"576","Austin","TX","2020","Police Department","Operations","Victim Services","Office supplies","All Staff","Group 4",100
"577","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Benefits","All Staff","Group 4",223196
"578","Austin","TX","2020","Police Department","Personnel Services","Air Operations","IT Maintenance","All Staff","Group 4",12040
"579","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Medical services","All Staff","Group 4",165
"580","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Other","All Staff","Group 4",22800
"581","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Retirement/pension","All Staff","Group 4",199817
"582","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Salaries","All Staff","Group 4",83740
"583","Austin","TX","2020","Police Department","Personnel Services","Air Operations","Tuition Reimbursement","All Staff","Group 4",15720
"584","Austin","TX","2020","Police Department","Personnel Services","Communications","Benefits","All Staff","Group 4",4413719
"585","Austin","TX","2020","Police Department","Personnel Services","Communications","Bilingual Pay","All Staff","Group 4",25500
"586","Austin","TX","2020","Police Department","Personnel Services","Communications","Dues","All Staff","Group 4",1778
"587","Austin","TX","2020","Police Department","Personnel Services","Communications","Fringe Benefits","All Staff","Group 4",875953
"588","Austin","TX","2020","Police Department","Personnel Services","Communications","Holiday Pay","All Staff","Group 4",150000
"589","Austin","TX","2020","Police Department","Personnel Services","Communications","Phones","All Staff","Group 4",420
"590","Austin","TX","2020","Police Department","Personnel Services","Communications","Retirement/pension","All Staff","Group 4",2000365
"591","Austin","TX","2020","Police Department","Personnel Services","Communications","Salaries","All Staff","Group 4",11196319
"592","Austin","TX","2020","Police Department","Personnel Services","Communications","Transportation","All Staff","Group 4",462
"593","Austin","TX","2020","Police Department","Personnel Services","Communications","Tuition Reimbursement","All Staff","Group 4",10650
"594","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Benefits","All Staff","Group 4",328724
"595","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Bilingual Pay","All Staff","Group 4",9300
"596","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Dues","All Staff","Group 4",2000
"597","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Field Equipment","All Staff","Group 4",23000
"598","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","IT Supplies","All Staff","Group 4",900
"599","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Maintenance","All Staff","Group 4",2000
"600","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Office supplies","All Staff","Group 4",1700
"601","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Other","All Staff","Group 4",5750
"602","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Overtime","All Staff","Group 4",50328
"603","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Phones","All Staff","Group 4",420
"604","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Rentals","All Staff","Group 4",7570
"605","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Retirement/pension","All Staff","Group 4",235909
"606","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Salaries","All Staff","Group 4",654569
"607","Austin","TX","2020","Police Department","Personnel Services","Community Partnerships","Tuition Reimbursement","All Staff","Group 4",16220
"608","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Benefits","All Staff","Group 4",2884784
"609","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Bilingual Pay","All Staff","Group 4",10200
"610","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Dues","All Staff","Group 4",8195
"611","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Field Equipment","All Staff","Group 4",35000
"612","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Holiday Pay","All Staff","Group 4",80000
"613","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Maintenance","All Staff","Group 4",850
"614","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Phones","All Staff","Group 4",5880
"615","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Photographic","All Staff","Group 4",30000
"616","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Printing","All Staff","Group 4",28066
"617","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Salaries","All Staff","Group 4",5330193
"618","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Small tools/minor equipment","All Staff","Group 4",19300
"619","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Special Pay","All Staff","Group 4",4500
"620","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Training","All Staff","Group 4",350
"621","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Transportation","All Staff","Group 4",100
"622","Austin","TX","2020","Police Department","Personnel Services","Forensic Services","Uniforms","All Staff","Group 4",3500
"623","Austin","TX","2020","Police Department","Personnel Services","Homelessness","Benefits","All Staff","Group 4",45211
"624","Austin","TX","2020","Police Department","Personnel Services","Homelessness","Retirement/pension","All Staff","Group 4",42839
"625","Austin","TX","2020","Police Department","Personnel Services","Homelessness","Salaries","All Staff","Group 4",4708
"626","Austin","TX","2020","Police Department","Personnel Services","Homelessness","Tuition Reimbursement","All Staff","Group 4",3600
"627","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Benefits","All Staff","Group 4",619494
"628","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Bilingual Pay","All Staff","Group 4",10500
"629","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Dues","All Staff","Group 4",450
